"ID","Cluster","MemVal","PrimaryKey","AH_NonNoxPerenForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NoxCover","FH_NonNoxPerenGrassCover","GapCover_101_200","GapCover_200_plus","BareSoilCover","TotalFoliarCover","MeanGap","MeanMaxHeight","ScaledGap","LargeGaps"
"339","V1",0.441,"NML00000_2019_Hills_2132019-09-01",4,5,7.66666667,5.66666667,0,0,0,3.33333333,16.0933333333333,28.24,20,28.6666666666667,101.607843137255,23.25,4.37022981235505,44.3333333333333
"60","V1",0.505,"16092913305366702016-09-01",1.66666667,7.66666667,30,0.33333333,0,0,0,3,5.46666666666667,54.7466666666667,8.33333333333333,34,165.545454545455,54.7307692307692,3.02472369513831,60.2133333333334
"299","V1",0.509,"NML00000_2019_Bottom_0112019-09-01",0.33333333,0,0,0,0,0,0,0,0,95.84,23.6666666666667,1.66666666666667,821.444444444444,5.5,149.353535353535,95.84
"625","V1",0.519,"20123535051101O1",0,7.92079208,27.72277228,0,0,0,0,3.96039604,18.7,42.4666666666667,29.7029702970297,30.6930693069307,176.741666666667,89.0336842105263,1.98511011011011,61.1666666666667
"552","V1",0.523,"20143553200511B1",0.99009901,27.72277228,0,0,0,6.93069307,0,26.73267327,20.5333333333333,38.7333333333333,27.7227722772277,34.6534653465347,144.355793814433,62.8952380952381,2.29517842981761,59.2666666666666
"656","V1",0.658,"20173551200520B3",3.96039604,13.86138614,0.99009901,0,0,0,0,13.86138614,27.9666666666667,30.1333333333333,33.6633663366337,21.7821782178218,142.375466666667,23.749,5.99500891265597,58.1
"658","V1",0.664,"20173535201107B2",0,16.83168317,0.99009901,0,0,0,0,16.83168317,17.9666666666667,39.4333333333333,34.6534653465347,17.8217821782178,214.180615384615,26.416,8.10798816568047,57.4
"605","V1",0.681,"20123527040401O2",0,0.99009901,21.78217822,6.93069307,0,0,0,0,20.0333333333333,29.3666666666667,20.7920792079208,26.7326732673267,154.632338028169,60.80125,2.543242746295,49.4
"232","V1",0.686,"18120410252143452018-09-01",0,4,30,0,0,0,0,1.66666667,23.1333333333333,36.5333333333333,5.66666666666667,31.6666666666667,139.891891891892,43.375,3.22517330010125,59.6666666666666
"13","V1",0.716,"16082413194684612016-09-01",3.33333333,11.66666667,1.33333333,1,0,0,0,11.33333333,25.5333333333333,33.8,35,17,98.9701492537313,18.7407407407407,5.28101586927025,59.3333333333333
"148","V1",0.731,"17080910262395282017-09-01",9,6.33333333,9.33333333,1.66666667,0,0,0,4.66666667,18.68,31.4,6,24.3333333333333,89.3142857142857,23.448275862069,3.80899159663866,50.08
"257","V1",0.741,"18100111120091762018-09-01",0,1.66666667,27.33333333,0.66666667,0.66666667,0,0,0.33333333,16.56,39.04,7.33333333333333,28,180,50,3.6,55.6
"139","V1",0.748,"17100808351239492017-09-01",0.33333333,0,27.66666667,1,0,0,0,0,16.4933333333333,45.3333333333333,2.33333333333333,28.3333333333333,163.060606060606,83.4,1.9551631422135,61.8266666666666
"1","V1",0.757,"1611141556434902016-09-01",0.66666667,8.66666667,3,0.33333333,0,0,23,6.33333333,20.2266666666667,62.6666666666667,21.3333333333333,57.3333333333333,200.088235294118,40.0333333333333,4.99804084831268,82.8933333333334
"182","V1",0.776,"1000000302018-09-01",1,0,10.66666667,0,0.66666667,0,0,0,4.18666666666667,82.5866666666667,4.66666666666667,43,352.947368421053,20.551724137931,17.1736135641116,86.7733333333334
"16","V1",0.806,"16112309202346402016-09-01",2,0,20,0.33333333,0,0,0,0,9.49333333333333,74.56,29.6666666666667,40,281.958333333333,36.9333333333333,7.63425090252708,84.0533333333333
"208","V1",0.818,"18101512024679432018-09-01",3.33333333,7.66666667,8,0,0,0,0,4.33333333,20.36,22.9733333333333,17,22,83.0151515151515,15.0714285714286,5.50811431854086,43.3333333333333
"325","V1",0.857,"NML00000_2020_Gravel_0752019-09-01",0.33333333,3,21.33333333,0,0,0,0,3,12.44,41.9866666666667,8.33333333333333,24.6666666666667,152.4,55.5,2.74594594594595,54.4266666666667
"651","V1",0.859,"20173553200508B3",0.99009901,19.8019802,2.97029703,0,0,0,0,18.81188119,25.8666666666667,25.7666666666667,1.98019801980198,22.7722772277228,120.161538461538,15.4608695652174,7.77197802197802,51.6333333333334
"413","V1",0.863,"NMP02000_Year1_Foothills_3132019-09-01",9.33333333,4.66666667,12.66666667,3.33333333,2.66666667,0.66666667,0,4.66666667,33.84,19.4666666666667,16.6666666666667,30,94.4126984126984,32.3666666666667,2.9169731744397,53.3066666666667
"301","V1",0.879,"NML00000_2019_Sandy_5002019-09-01",0,12.66666667,4.33333333,10.33333333,0,0,0,10,15.52,53.1866666666667,34,23.3333333333333,180.84375,60.1428571428571,3.00690320665083,68.7066666666667
"650","V1",0.897,"20173553200508B2",1.98019802,4.95049505,8.91089109,0,0,0,0,1.98019802,17.8,29.5666666666666,22.7722772277228,21.7821782178218,159.559255813953,33.2232,4.80264561553232,47.3666666666666
"326","V1",0.899,"NML00000_2019_Gravel_0632019-09-01",0.66666667,1.33333333,25,0,0.66666667,0,0,0.33333333,13.56,44.0666666666667,8,26,201.04,67.1818181818182,2.99247631935047,57.6266666666667
"79","V1",0.903,"17121912332668922017-09-01",1,7,7,2,0,0,0,5,25.2,44.0666666666667,31.3333333333333,31.3333333333333,145.204545454545,28.4827586206897,5.09798040942109,69.2666666666667
"309","V1",0.917,"NML00000_2019_GSand_1542019-09-01",0,0.33333333,19.33333333,0,0,0,0,0.33333333,16.0933333333333,42.0266666666667,29,22.3333333333333,155.34375,54.1304347826087,2.86980421686747,58.12
"414","V1",0.921,"NMP02000_2019_Reclaim_1002019-09-01",0,0,0.47619048,8.57142857,0,0,2.38095238,0,7.47619047619048,48.8380952380952,22.8571428571429,31.4285714285714,162.086956521739,25.12,6.45250623096095,56.3142857142857
"317","V1",0.922,"NML00000_2019_Gravel_0662019-09-01",0,23,0,0.33333333,0,0,0,23,9.30666666666667,52.88,32.3333333333333,23.3333333333333,188.258064516129,31.2857142857143,6.01738105759317,62.1866666666667
"467","V1",0.922,"20163551201601B1",0,18.81188119,7.92079208,1.98019802,0,0,0,15.84158416,34.6333333333333,13.9,18.8118811881188,24.7524752475248,109.139789473684,14.9225,7.31377379619261,48.5333333333333
"412","V1",0.934,"NMP02000_Year1_Foothills_3172019-09-01",1.33333333,15.33333333,0,3.33333333,0.66666667,0,0,15.33333333,35.8666666666667,14.6266666666667,7.33333333333333,20.6666666666667,87.7222222222222,18.4,4.76751207729469,50.4933333333334
"239","V1",0.937,"18111413233697932018-09-01",2,3.66666667,5.33333333,8.66666667,1,0,0,3.66666667,31.8266666666667,20.44,4.33333333333333,20,90.1076923076923,20.3076923076923,4.43712121212121,52.2666666666667
"78","V1",0.937,"17120108013662422017-09-01",0,0,5.66666667,0,0,0,0,0,3.54666666666667,86.04,12.6666666666667,7,431.75,18,23.9861111111111,89.5866666666667
"495","V1",0.938,"20153551201613B1",1.98019802,0,5.94059406,0,0,0,0,0,8.96666666666668,76.9333333333333,20.7920792079208,7.92079207920792,295.982571428571,22.86,12.947619047619,85.9
"466","V1",0.946,"20163551201503B2",0,13.86138614,15.84158416,0,0,0,0,12.87128713,15.6,40.7666666666667,13.8613861386139,28.7128712871287,166.074810810811,47.9425,3.46404152496868,56.3666666666667
"340","V1",0.951,"NML00000_2020_Gravel_0702019-09-01",0,4.33333333,15,0.33333333,0,0,0,1.66666667,23.9333333333333,45.2133333333333,33.6666666666667,17.6666666666667,176.382352941176,42.2222222222222,4.17747678018576,69.1466666666666
"5","V1",0.96,"16081110402163562016-09-01",4.66666667,0,26,2.33333333,1.33333333,0,0,0,17.72,55.84,5,31,179.833333333333,58.1304347826087,3.09361755173274,73.56
"462","V1",0.966,"20163551200518B2",5.94059406,0,0.99009901,2.97029703,0,0,0,0,18.1666666666667,62.1,1.98019801980198,9.9009900990099,458.682810810811,17.4811764705882,26.2386694386694,80.2666666666667
"138","V1",0.968,"17102307510133062017-09-01",2,3.66666667,15,0,0,0,0,2.33333333,23.4533333333333,36.4,2.33333333333333,26.6666666666667,128.818181818182,25.2692307692308,5.09782759097828,59.8533333333333
"472","V1",0.969,"20163553200517B2",0,8.91089109,0.99009901,0.99009901,0.99009901,0,0,8.91089109,12.2666666666667,70.1666666666667,9.9009900990099,11.8811881188119,232.240666666667,8.46666666666667,27.43,82.4333333333334
